wave_number(cm^-1),k_film(x),k_film(y),k_film(z)
2688,0.010927,0.078038,0.021659
2689,0.0090739,0.068937,0.019674
2690,0.0076923,0.060093,0.01672
2691,0.0066407,0.051818,0.013635
2692,0.0058214,0.044286,0.011249
2693,0.0051689,0.037604,0.0096702
2694,0.0046391,0.031774,0.0087447
2695,0.0042017,0.027026,0.0083488
2696,0.0038355,0.023533,0.0084454
2697,0.003525,0.021157,0.0090699
2698,0.0032591,0.019719,0.010255
2699,0.0030293,0.019148,0.011884
2700,0.002829,0.019482,0.013667
2701,0.0026532,0.020751,0.0151
2702,0.0024979,0.022621,0.015727
2703,0.0023601,0.023877,0.015773
2704,0.0022371,0.023504,0.015441
2705,0.0021268,0.022317,0.01473
2706,0.0020276,0.02114,0.013567
2707,0.001938,0.019639,0.01238
2708,0.001857,0.017286,0.011588
2709,0.0017834,0.014738,0.011354
2710,0.0017166,0.012772,0.011642
2711,0.0016557,0.011523,0.012243
2712,0.0016003,0.010889,0.012888
2713,0.0015497,0.010791,0.013458
2714,0.0015037,0.011204,0.014007
2715,0.0014619,0.012087,0.015061
2716,0.001424,0.013299,0.016803
2717,0.0013897,0.014493,0.018313
2718,0.0013589,0.015467,0.018675
2719,0.0013315,0.016706,0.0185
2720,0.0013073,0.018433,0.018378
2721,0.0012864,0.019759,0.017907
2722,0.0012688,0.019716,0.016524
2723,0.0012545,0.018743,0.014819
2724,0.0012437,0.017517,0.013439
2725,0.0012366,0.016503,0.012426
2726,0.0012335,0.015886,0.011602
2727,0.0012348,0.015702,0.01106
2728,0.0012412,0.015828,0.01089
2729,0.0012533,0.016032,0.011021
2730,0.0012723,0.015993,0.011269
2731,0.0012994,0.015571,0.011479
2732,0.0013365,0.014712,0.01137
2733,0.0013862,0.01378,0.010606
2734,0.001452,0.01295,0.008991
2735,0.001539,0.011864,0.0071444
2736,0.0016543,0.010152,0.005703
2737,0.0018091,0.0082805,0.0047772
2738,0.0020198,0.0067854,0.0042816
2739,0.0023127,0.0057408,0.0041388
2740,0.0027299,0.0050404,0.0042793
2741,0.0033383,0.0045842,0.0045592
2742,0.0042367,0.0043117,0.0047674
2743,0.0055234,0.0041979,0.0046546
2744,0.0071168,0.0042486,0.0040648
2745,0.0084949,0.0045018,0.0032878
2746,0.0092796,0.0050264,0.0026381
2747,0.010031,0.0058773,0.0021764
2748,0.011043,0.0068827,0.0018605
2749,0.011304,0.0073414,0.0016447
2750,0.0098405,0.0066863,0.0014997
2751,0.007566,0.0054793,0.00141
2752,0.0056295,0.0044157,0.0013702
2753,0.0042804,0.0036602,0.0013802
2754,0.0033865,0.0031488,0.0014308
2755,0.0027936,0.0027994,0.001482
2756,0.0023963,0.0025551,0.0014857
2757,0.0021302,0.002381,0.0014225
2758,0.0019582,0.002256,0.0012913
2759,0.0018599,0.0021676,0.0011425
2760,0.0018273,0.0021085,0.0010229
2761,0.0018628,0.0020751,9.3967E-4
2762,0.0019804,0.0020661,8.8489E-4
2763,0.0022098,0.0020829,8.5077E-4
2764,0.0025986,0.0021291,8.3248E-4
2765,0.0031952,0.0022118,8.2763E-4
2766,0.0039501,0.0023424,8.3566E-4
2767,0.004559,0.0025384,8.5753E-4
2768,0.0046945,0.0028264,8.958E-4
2769,0.0043617,0.0032459,9.5511E-4
2770,0.0036777,0.0038551,0.0010432
2771,0.0029298,0.0047243,0.0011727
2772,0.0023476,0.0058657,0.0013644
2773,0.001955,0.0071076,0.0016518
2774,0.0017026,0.0081856,0.0020839
2775,0.0015448,0.0088776,0.0027064
2776,0.0014524,0.0089762,0.0034598
2777,0.0014085,0.008571,0.0040315
2778,0.0014047,0.0078506,0.00417
2779,0.0014385,0.0072838,0.004136
2780,0.0015126,0.0071949,0.0041557
2781,0.001635,0.0073994,0.0040186
2782,0.0018212,0.0075354,0.0034735
2783,0.0020974,0.0073917,0.0027623
2784,0.0025078,0.0068922,0.0021873
2785,0.0031242,0.0063397,0.0018095
2786,0.0040515,0.0059392,0.0015907
2787,0.005384,0.0054678,0.0014918
2788,0.0069768,0.004664,0.0014936
2789,0.0081122,0.003745,0.0015976
2790,0.0082102,0.0029875,0.0018251
2791,0.007872,0.0024376,0.002212
2792,0.0077676,0.0020461,0.0027743
2793,0.0078564,0.0017633,0.0034367
2794,0.0077589,0.0015547,0.0040322
2795,0.0071732,0.0013966,0.0043024
2796,0.0059569,0.0012735,0.004048
2797,0.0045579,0.0011752,0.003493
2798,0.0034271,0.0010948,0.0029171
2799,0.0026311,0.0010277,0.0024912
2800,0.0020867,9.7092E-4,0.0022706
2801,0.0017089,9.2206E-4,0.0021718
2802,0.001439,8.7949E-4,0.0021023
2803,0.0012404,8.42E-4,0.0020739
2804,0.0010901,8.0866E-4,0.0020855
2805,9.7339E-4,7.7875E-4,0.0020309
2806,8.8082E-4,7.5171E-4,0.0018115
2807,8.0601E-4,7.271E-4,0.0015166
2808,7.4456E-4,7.0457E-4,0.0012544
2809,6.9336E-4,6.8382E-4,0.001045
2810,6.5018E-4,6.6462E-4,8.7197E-4
2811,6.1342E-4,6.4678E-4,7.3024E-4
2812,5.8189E-4,6.3013E-4,6.1914E-4
2813,5.5471E-4,6.1454E-4,5.3431E-4
2814,5.3126E-4,5.9988E-4,4.7017E-4
2815,5.1113E-4,5.8606E-4,4.2113E-4
2816,4.9414E-4,5.73E-4,3.8278E-4
2817,4.8018E-4,5.6063E-4,3.5206E-4
2818,4.6842E-4,5.4887E-4,3.2687E-4
2819,4.5607E-4,5.3768E-4,3.0581E-4
2820,4.4083E-4,5.27E-4,2.8791E-4
2821,4.2462E-4,5.168E-4,2.7247E-4
2822,4.0986E-4,5.0704E-4,2.59E-4
2823,3.9705E-4,4.9767E-4,2.4712E-4
2824,3.8588E-4,4.8868E-4,2.3655E-4
2825,3.7596E-4,4.8004E-4,2.2707E-4
2826,3.6702E-4,4.7172E-4,2.1852E-4
2827,3.5883E-4,4.637E-4,2.1077E-4
2828,3.5122E-4,4.5596E-4,2.0371E-4
2829,3.4408E-4,4.4849E-4,1.9726E-4
2830,3.3735E-4,4.4126E-4,1.9137E-4
2831,3.3095E-4,4.3427E-4,1.8599E-4
2832,3.2483E-4,4.275E-4,1.8111E-4
2833,3.1902E-4,4.2094E-4,1.7673E-4
2834,3.1352E-4,4.1457E-4,1.7289E-4
2835,3.0832E-4,4.0839E-4,1.6963E-4
2836,3.0338E-4,4.0239E-4,1.668E-4
2837,2.9868E-4,3.9655E-4,1.6372E-4
2838,2.9418E-4,3.9088E-4,1.5987E-4
2839,2.8988E-4,3.8536E-4,1.5571E-4
2840,2.8575E-4,3.7998E-4,1.5182E-4
2841,2.8178E-4,3.7475E-4,1.4828E-4
2842,2.7795E-4,3.6965E-4,1.4497E-4
2843,2.7427E-4,3.6467E-4,1.4178E-4
2844,2.7072E-4,3.5982E-4,1.3868E-4
2845,2.6728E-4,3.5508E-4,1.3574E-4
2846,2.6396E-4,3.5046E-4,1.3303E-4
2847,2.6074E-4,3.4594E-4,1.3053E-4
2848,2.5763E-4,3.4153E-4,1.2817E-4
2849,2.546E-4,3.3722E-4,1.2587E-4
2850,2.5167E-4,3.3301E-4,1.2355E-4
2851,2.4881E-4,3.2888E-4,1.2127E-4
2852,2.4604E-4,3.2485E-4,1.1909E-4
2853,2.4334E-4,3.209E-4,1.1698E-4
2854,2.4072E-4,3.1704E-4,1.1493E-4
2855,2.3816E-4,3.1326E-4,1.1296E-4
2856,2.3566E-4,3.0955E-4,1.1108E-4
2857,2.3323E-4,3.0592E-4,1.093E-4
2858,2.3085E-4,3.0237E-4,1.0759E-4
2859,2.2853E-4,2.9888E-4,1.0594E-4
2860,2.2627E-4,2.9546E-4,1.0434E-4
2861,2.2405E-4,2.9212E-4,1.0278E-4
2862,2.2189E-4,2.8883E-4,1.0127E-4
2863,2.1977E-4,2.856E-4,9.9812E-5
2864,2.1769E-4,2.8244E-4,9.8394E-5
2865,2.1566E-4,2.7934E-4,9.702E-5
2866,2.1367E-4,2.7629E-4,9.5686E-5
2867,2.1172E-4,2.733E-4,9.4391E-5
2868,2.0981E-4,2.7036E-4,9.3129E-5
2869,2.0794E-4,2.6748E-4,9.1901E-5
2870,2.061E-4,2.6464E-4,9.0705E-5
2871,2.043E-4,2.6186E-4,8.954E-5
2872,2.0253E-4,2.5912E-4,8.8405E-5
2873,2.0079E-4,2.5644E-4,8.7297E-5
2874,1.9908E-4,2.5379E-4,8.6216E-5
2875,1.9741E-4,2.5119E-4,8.5161E-5
2876,1.9576E-4,2.4864E-4,8.4129E-5
2877,1.9414E-4,2.4613E-4,8.3121E-5
2878,1.9255E-4,2.4366E-4,8.2135E-5
2879,1.9098E-4,2.4123E-4,8.117E-5
2880,1.8944E-4,2.3884E-4,8.0226E-5
2881,1.8792E-4,2.3649E-4,7.9302E-5
2882,1.8643E-4,2.3417E-4,7.8398E-5
2883,1.8496E-4,2.319E-4,7.7512E-5
2884,1.8352E-4,2.2966E-4,7.6643E-5
2885,1.821E-4,2.2745E-4,7.5793E-5
2886,1.807E-4,2.2528E-4,7.4959E-5
2887,1.7932E-4,2.2314E-4,7.4142E-5
2888,1.7795E-4,2.2104E-4,7.334E-5
2889,1.7661E-4,2.1896E-4,7.2554E-5
2890,1.7529E-4,2.1692E-4,7.1783E-5
2891,1.7399E-4,2.1491E-4,7.1025E-5
2892,1.7271E-4,2.1293E-4,7.0283E-5
2893,1.7144E-4,2.1097E-4,6.9553E-5
2894,1.702E-4,2.0905E-4,6.8837E-5
2895,1.6896E-4,2.0715E-4,6.8134E-5
2896,1.6775E-4,2.0529E-4,6.7443E-5
2897,1.6655E-4,2.0344E-4,6.6765E-5
2898,1.6537E-4,2.0163E-4,6.6098E-5
2899,1.6421E-4,1.9984E-4,6.5443E-5
2900,1.6305E-4,1.9808E-4,6.4798E-5
2901,1.6192E-4,1.9634E-4,6.4165E-5
2902,1.608E-4,1.9462E-4,6.3543E-5
2903,1.5969E-4,1.9293E-4,6.2931E-5
2904,1.586E-4,1.9126E-4,6.2329E-5
2905,1.5752E-4,1.8962E-4,6.1737E-5
2906,1.5645E-4,1.88E-4,6.1154E-5
2907,1.554E-4,1.864E-4,6.0581E-5
2908,1.5436E-4,1.8482E-4,6.0017E-5
2909,1.5333E-4,1.8326E-4,5.9461E-5
2910,1.5231E-4,1.8172E-4,5.8915E-5
2911,1.5131E-4,1.802E-4,5.8377E-5
2912,1.5032E-4,1.7871E-4,5.7847E-5
2913,1.4934E-4,1.7723E-4,5.7326E-5
2914,1.4837E-4,1.7577E-4,5.6812E-5
2915,1.4741E-4,1.7434E-4,5.6306E-5
2916,1.4646E-4,1.7291E-4,5.5808E-5
2917,1.4553E-4,1.7151E-4,5.5317E-5
2918,1.446E-4,1.7013E-4,5.4834E-5
2919,1.4369E-4,1.6876E-4,5.4357E-5
2920,1.4278E-4,1.6741E-4,5.3887E-5
2921,1.4189E-4,1.6608E-4,5.3425E-5
2922,1.41E-4,1.6476E-4,5.2968E-5
2923,1.4012E-4,1.6346E-4,5.2519E-5
2924,1.3926E-4,1.6218E-4,5.2075E-5
2925,1.384E-4,1.6091E-4,5.1638E-5
2926,1.3755E-4,1.5966E-4,5.1207E-5
2927,1.3671E-4,1.5842E-4,5.0782E-5
2928,1.3588E-4,1.572E-4,5.0363E-5
2929,1.3506E-4,1.5599E-4,4.9949E-5
2930,1.3425E-4,1.548E-4,4.9542E-5
2931,1.3345E-4,1.5362E-4,4.9139E-5
2932,1.3265E-4,1.5246E-4,4.8742E-5
2933,1.3186E-4,1.5131E-4,4.8351E-5
2934,1.3108E-4,1.5017E-4,4.7964E-5
2935,1.3031E-4,1.4905E-4,4.7583E-5
2936,1.2954E-4,1.4794E-4,4.7207E-5
2937,1.2879E-4,1.4684E-4,4.6835E-5
2938,1.2804E-4,1.4575E-4,4.6468E-5
2939,1.2729E-4,1.4468E-4,4.6106E-5
2940,1.2656E-4,1.4362E-4,4.5749E-5
2941,1.2583E-4,1.4257E-4,4.5396E-5
2942,1.2511E-4,1.4154E-4,4.5048E-5
2943,1.244E-4,1.4051E-4,4.4704E-5
2944,1.2369E-4,1.395E-4,4.4364E-5
2945,1.2299E-4,1.385E-4,4.4029E-5
2946,1.2229E-4,1.3751E-4,4.3698E-5
2947,1.2161E-4,1.3653E-4,4.337E-5
2948,1.2093E-4,1.3556E-4,4.3047E-5
2949,1.2025E-4,1.346E-4,4.2728E-5
2950,1.1958E-4,1.3365E-4,4.2412E-5
2951,1.1892E-4,1.3271E-4,4.2101E-5
2952,1.1827E-4,1.3179E-4,4.1793E-5
2953,1.1762E-4,1.3087E-4,4.1488E-5
2954,1.1697E-4,1.2996E-4,4.1188E-5
2955,1.1634E-4,1.2907E-4,4.0891E-5
2956,1.157E-4,1.2818E-4,4.0597E-5
2957,1.1508E-4,1.273E-4,4.0307E-5
2958,1.1445E-4,1.2643E-4,4.002E-5
2959,1.1384E-4,1.2557E-4,3.9736E-5
2960,1.1323E-4,1.2472E-4,3.9456E-5
2961,1.1262E-4,1.2388E-4,3.9179E-5
2962,1.1203E-4,1.2305E-4,3.8905E-5
2963,1.1143E-4,1.2222E-4,3.8634E-5
2964,1.1084E-4,1.2141E-4,3.8366E-5
2965,1.1026E-4,1.206E-4,3.8101E-5
2966,1.0968E-4,1.198E-4,3.784E-5
2967,1.091E-4,1.1901E-4,3.7581E-5
2968,1.0854E-4,1.1822E-4,3.7324E-5
2969,1.0797E-4,1.1745E-4,3.7071E-5
2970,1.0741E-4,1.1668E-4,3.6821E-5
2971,1.0686E-4,1.1592E-4,3.6573E-5
2972,1.0631E-4,1.1517E-4,3.6328E-5
2973,1.0576E-4,1.1443E-4,3.6085E-5
2974,1.0522E-4,1.1369E-4,3.5845E-5
2975,1.0468E-4,1.1296E-4,3.5608E-5
2976,1.0415E-4,1.1224E-4,3.5373E-5
2977,1.0363E-4,1.1152E-4,3.5141E-5
2978,1.031E-4,1.1082E-4,3.4911E-5
2979,1.0258E-4,1.1011E-4,3.4684E-5
2980,1.0207E-4,1.0942E-4,3.4458E-5
2981,1.0156E-4,1.0873E-4,3.4236E-5
2982,1.0105E-4,1.0805E-4,3.4015E-5
2983,1.0055E-4,1.0738E-4,3.3797E-5
2984,1.0005E-4,1.0671E-4,3.3581E-5
2985,9.9554E-5,1.0605E-4,3.3368E-5
2986,9.9064E-5,1.0539E-4,3.3156E-5
2987,9.8577E-5,1.0474E-4,3.2947E-5
2988,9.8094E-5,1.041E-4,3.2739E-5
2989,9.7615E-5,1.0346E-4,3.2534E-5
2990,9.714E-5,1.0283E-4,3.2331E-5
2991,9.6668E-5,1.0221E-4,3.213E-5
2992,9.62E-5,1.0159E-4,3.1931E-5
2993,9.5736E-5,1.0098E-4,3.1733E-5
2994,9.5275E-5,1.0037E-4,3.1538E-5
2995,9.4818E-5,9.9766E-5,3.1345E-5
2996,9.4364E-5,9.917E-5,3.1154E-5
2997,9.3914E-5,9.8579E-5,3.0964E-5
2998,9.3467E-5,9.7993E-5,3.0776E-5
2999,9.3024E-5,9.7413E-5,3.059E-5
